epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,508.119,1.49113,2.70777,1.24983,0.62121,0.34948,0.29252,0.16884,1.45101,2.50836,1.22905,0.000471423,0.000471423,0.000471423
